心	xīn	xin1	heart; mind; soul	？	pictographic			A heart	A depiction of a slender object encompassed in the *heart* of another object → *mind*; *breast*; *center*; *core*; *thought*; *consideration*; *meaning*; *taste*; *spirit*; *sincerity*; *emotion*; *feelings*.
快	kuài	kuai4	speedy, rapid, quick; soon	⿰忄夬	ideographic			A decisive 夬 will 忄; 夬 also provides the pronunciation	As per 夬# (scoop out) + 心 heart/emotions → *pleasant*; *comfortable* (← heart with all the unpleasantness scooped out of it) → *refreshing*; *enjoyable*. Compare 欠/缺.
怎	zěn	zen3	what? why? how?	⿱乍心	pictophonetic	乍	心	heart
思	sī	si1	to think, to ponder, to consider; final particle	⿱田心	ideographic			Weighing something with your mind 囟 (altered) and heart 心	The relevant oracle bone form of this character shows that the top element was originally not 田 field but a depiction of a profusion of fine bones in fontanels, open spaces in an infant's skull over which the skull bones eventually fuse; compare 兒. 思 adds 心 heart/emotions → finely detailed thoughts → *think*; *consider*; *believe* → *be sunk in thought*. Compare 慮.
情	qíng	qing2	emotion, feeling, sentiment	⿰忄青	pictophonetic	青	忄	heart	As per 青# (clean/pure) + 心 heart/emotions → pure emotion, in the form of *compassion*, *sympathy*, *pity* or *charity* → *truth*; *circumstances* (← true feelings expressing a situation exactly as it is).
想	xiǎng	xiang3	to believe, to wish for; to consider, to plan, to think	⿱相心	pictophonetic	相	心	mind	相# mutual + 心 heart/emotions → thoughts one harbors with respect to an object → *thought*; *idea*.
意	yì	yi4	thought, idea, opinion; desire, wish; meaning, intention	⿱音心	pictophonetic	音	心	heart	As per 音# (contained) + 心 heart/emotions → keep contained in the heart (compare 念) → (deep) *thought*; *mind*; *signification*.
感	gǎn	gan3	to affect, to move, to touch; to perceive, to sense	⿱咸心	ideographic			Two hearts 心 beating together 咸	咸# (shut) + 心 heart/emotions → *emotion/feeling* that shuts off sensation (= moves/affects one to the point of muteness or immobility).
成	chéng	cheng2	to accomplish; to become; to complete, to finish; to succeed	⿰丁戈					Originally, 丁# (nail) + a pounding tool → pound nails (straight) into an object → *make* (← object/structure containing nails); *do* (← pound nails as one form of doing work) → *become*; *complete*; *achieve*; *established*; *existing*. In the present form, the pounding tool resembles 戊 battle-ax.
我	wǒ	wo3	I, me, my; our, us	⿰扌戈	ideographic			A hand 扌 holding a weapon 戈	The relevant oracle bone form of this character is a variant of 戈 spear/halberd, indicating a weapon/knife with a serrated blade (i.e., a blade the teeth of which are in alignment).
所	suǒ	suo3	place, location; "that which", a particle introducing a passive clause	⿰户斤	ideographic			An axe 斤 swung at a door 户	戸# door + 斤 ax → use a bladed implement to shave wood into the shape of a door. *Place* is a borrowed meaning → *partition*; *about*; *in case*; *local*; *counter for places*.
手	shǒu	shou3	hand	？	pictographic			A hand with the fingers splayed	A depiction of a *hand* showing the five fingers in a curved, gripping position. Extended meanings include *arm*; *paw*; *foreleg*; *a handle*; *helper*; *a means*; *technique*; (in board games) *a move*; *a type*; *a direction*; and *handwriting*.
才	cái	cai2	ability, talent, gift; just, only	⿻扌？	ideographic			A sprout growing in the ground, representing a budding talent	A depiction of rocks piled to cut off/dam a river → *stop/cut off* → *a little*; *for the first time*. *Genius* and *ability* are borrowed meanings, as is (number of) *years old*.
打	dǎ	da3	to attack, to beat, to hit, to strike	⿰扌丁	pictophonetic	丁	扌	hand	As per 丁# (strike a nail) + 手 hand/action indicator → *hit/strike*.
找	zhǎo	zhao3	to search for, to look for, to find; change (as in money)	⿰扌戈	ideographic			To go searching with a spear 戈 in hand 扌
把	bǎ	ba3	to grasp, to hold; to guard, to take; handle	⿰扌巴	pictophonetic	巴	扌	hand	As per 巴# (spread) + 手 hand → spread the hands and *take/grasp* an object (compare 捕).
拿	ná	na2	to bring, to grasp, to hold, to take	⿱合手	pictophonetic	合	手	hand	As per 合 (press/fit together) + 手 hand/action indicator → *grab* a slave → *catch* → *arrest*. Originally, the character was written 拏, with 奴 in place of 合, suggesting the use of the hand in strenuous activity. Some dictionaries continue to give 拏 as standard, with 拿 noted as a variant form.
接	jiē	jie1	to connect, to join; to receive, to meet, to answer the phone	⿰扌妾	pictophonetic	妾	扌	hand	As per 妾# (close proximity) + 手 hand/action indicator → *touch*; *contact*; *join*; *connect*; *associate*; *sexual intercourse*.
放	fàng	fang4	to release, to liberate, to free	⿰方攵	pictophonetic	方	攵	let go	As per 方# (spread) + 攵 (strike) → strike an object, causing pieces to spread/*scatter* in all directions → *release*; *set free* → *reach*; *fire* (a gun); *expel*; *leave up to*.
斯	sī	si1	this, thus, such; emphatic particle; used in transliterations	⿰其斤					斤 ax + 其# (winnow) → *split* apart a winnow. *This*, *such* and *namely* are borrowed meanings.
新	xīn	xin1	new, recent, fresh, modern	⿰亲斤	ideographic			A freshly chopped 斤 tree 亲	The left-hand element# is an abbreviated form of one combining 辛 needle/cutting tool and 木 tree/wood → thornbush (the sharp, needle-like thorns in close proximity). 新 adds 斤 ax → create firewood by chopping a thornbush/tree with a sharp ax. *New* is an extended meaning (← freshly hewn tree/wood) → *recently/lately*.
方	fāng	fang1	square, rectangle; side; region; flag	⿱亠？					A depiction of rafts/boats moored side by side → *side*; *line up* → *direction* (← spread in all directions ← spread right and left) → *compare* (← side); *skill*; *method* (← direction); *square* (← spread in equal amounts). *Person* is via locational usage as seen in 樣.
无	wú	wu2	no, not; lacking, -less	⿱一尢					A variant form of 亡 non-existent → *negation*. Distinguish 无 from both 旡 and from 兂.
时	shí	shi2	time, season; period, era, age	⿰日寸	pictophonetic		日	day
明	míng	ming2	bright, clear; to explain, to understand, to shed light	⿰日月	ideographic			The light of the sun 日 and moon 月	Originally, 月 moon + 向# (ventilation hole) → *bright* moonlight streaming through an *open* window, and manifesting the hidden → *brightness*; *light*. Extended meanings from the idea of the light of dawn (signaling the end of one day and the start of the next) include *spend/pass* (the night); *be visible*; *the next/following* (day/week/year); *begin*; *end*; and *dawn*. *Disclose* and *confide* are extended senses of "open" (open up to), as are *clarity*; *evident* and *obvious*. *Be conversant with* is via the idea of illumination, here with respect to a particular subject matter. The reading ミン refers to the Ming Dynasty (1368-1644).
是	shì	shi4	to be; indeed, right, yes; okay	⿱日疋	ideographic			To speak 日 directly 疋	The relevant bronzeware inscription form is 止# (stand straight) + a spoon/ladle → straight spoon/ladle → *correct*; *just*; *right* (← abstract applications of straightness/uprightness).
晚	wǎn	wan3	night, evening; late	⿰日免	ideographic			Avoiding 免 the sun 日; 免 also provides the pronunciation
更	gèng	geng4	more, further; to shift, to alternate; to modify	⿱一⿻曰乂					As per 丙# (spread) + 攴 action indicator → stretch a rope (compare the derivative character 綆, a rope attached to a well bucket). The meanings *replace* and *change* likely owe to the drawing of fresh well water to replace that which has been used, or dried up. (Still) *more* and *further(more)* are borrowed meanings, as are *grow late* and *stay up late*.
最	zuì	zui4	most, extremely, exceedingly; superlative	⿱日取	ideographic			To take place 取 under the sun 日 (that is, everywhere)	Originally, 冃 as described in 冒 (cover) + 取# (take hold of) → grasp a container's cover and take a pinch of its (precious) contents → *extreme* (← extremely little/few ← small amount) → *most* (← amount approaching an extreme).
有	yǒu	you3	to have, to own, to possess; to exist	⿸？月	pictophonetic	月			The relevant seal inscription form is as per 又# (right hand/arm) + 肉 flesh → extend the right hand/arm in shouldering a slab of meat → *have* (← hold) → *be*; *exist* (← have being ← have form ← object in a fixed point of space; compare 居, 在, and 存).
朋	péng	peng2	friend, pal, acquaintance	⿰月月	ideographic			Two people 月 walking together	A depiction of a long string of shells threaded together and spread in alignment (compare 貫, also seashells pierced and strung together). *Friend* and *companion* are extended meanings (← figurative string of friends/companions).
望	wàng	wang4	to expect, to hope, to look forward to	⿱⿰亡月王	ideographic			A king 王 gazing at the moon 月; 亡 provides the pronunciation	The relevant oracle bone form of this character is 臣 (staring subject/retainer) + 人 person ← gaze at the moon. In the bronzeware inscription style, which adds 月 moon, the 臣 + 人 components have morphed into a single element. A seal inscription form adds 亡# (obscure) → *wish*; *hope*; *desire* (← hopes/desires with only obscure chances of realization).
本	běn	ben3	root, origin, source; basis	⿻木一	ideographic			A tree 木 with its roots highlighted	木 tree/wood + a horizontal line# (compare that in 旦) indicating the *base*/*root* of the trunk → *origin*; *originally*; *true*; *one's own*; *capital*; *counter* (for cylindrical objects) → *book* (← counter for scrolls ← counter for cylindrical objects).
机	jī	ji1	desk; machine; moment, opportunity	⿰木几	ideographic			A table 几 made of wood 木; 几 also provides the pronunciation	几# desk/table + 木 tree/wood (for emphasis/clarification) → (wooden) *desk*.
杀	shā	sha1	to kill, to murder, to slaughter; to hurt	⿱乂木	ideographic			To kill 乂 someone and bury them in a coffin 木
来	lái	lai2	to arrive, to come, to return; in the future, later on	⿻未丷	ideographic			A wheat plant that has not yet borne fruit; compare 來
果	guǒ	guo3	fruit, nut; result	⿱田木	ideographic			Fruit 田 growing on a tree 木	A depiction of a tree with round *fruit* hanging from a long branch → *result* (← fruit of effort); *fill*; *fulfill*; (← fully ripe) → *carry out*; *accomplish* (← fulfill) → *limit*; *end*; *come to an end*; *die* (← final result) → *as expected* (← end up as expected); *actually* (← turn out actually to be); *be at a loss* (← come to an end of resources).
样	yàng	yang2	form, pattern, shape, style	⿰木羊	pictophonetic	羊	木	tree
次	cì	ci4	order, sequence; second, next; one after the other	⿰冫欠	ideographic			A person 欠 yawning multiple times 冫	The relevant bronzeware inscription form is 二# (align) + 欠 bent, open-mouthed figure → bend/kneel in aligning small objects → *order*; *sequence* (← place things in precise order) → *next*; *follow*; *after that*; *counter* (for times/matters). In dual-element characters 次 is sometimes written in the form seen for example in 恣.
欢	huān	huan1	happy, glad, joyful	⿰又欠
正	zhèng	zheng4	straight, right, proper, correct, just, true	⿱一止	ideographic			A foot 止 stopping in the right place 一	止# (stand straight) + a line → straight line → *punctual*; *right*; *correct*; *straighten*; *proper* (← abstract applications of the idea of straightness/uprightness; compare 是) → *surely*; *certainly*.
死	sǐ	si3	dead; death; impassable, inflexible	⿸歹匕	ideographic			A person kneeling 匕 before a corpse 歹	The relevant bronzeware inscription form combines an abbreviated form# of 比 line up (people) + 歹 severed bone/death → a line of corpses → *death* → *die*; *execute*.
比	bǐ	bi3	to compare, liken; comparison; than	⿰匕匕	ideographic			Two spoons 匕 side-by-side; 匕 also provides the pronunciation	The relevant bronzeware inscription form shows two persons, one immediately behind the other, suggesting "line up people" → *line up*; *objects of a similar kind* → *compare* (← compare two objects by lining them up); *rate*. For the idea of lining up, see also 竝 and 方.
没	méi	mei2	not, none, gone; to bury; to sink, to drown	⿰氵殳	pictophonetic	殳	氵	water	The relevant seal inscription form shows that the right-hand element# (traditionally written as per the right-hand element of 歿) was originally swirling water + a hand → body dimly visible in the water in which it is submerged (compare 沈). 水 water was appended for emphasis/clarification → *sink* → *die*.
法	fǎ	fa3	law, rule, statute; method, way; French	⿰氵去	ideographic			The course 去 followed by a stream 氵	The relevant bronzeware inscription form is 水 water + an element# combining 去 (withdraw) and 廌 imaginary beast with a single horn → cause a creature to withdraw to an island → *law* (← enjoy freedom of action within the framework of the law ← enjoy freedom of movement within the confines of an island; compare 憲 律 笵 and 埒) → *fixed way of doing*; *rule*; *Buddhist truth*; *follow*; *model*. The 廌 element eventually dropped.
活	huó	huo2	to exist, to live, to survive; living, working	⿰氵舌	pictophonetic	舌	氵	water	As per 舌# (chisel-like implement in motion) + 水 water → break a container with a chisel-like implement, creating an active flow of the liquid contents → *activity* → *life*.
点	diǎn	dian3	dot, point, speck	⿱占灬	pictophonetic	占	灬	fire
然	rán	ran2	certainly; naturally; suddenly	⿱肰灬	pictophonetic	肰	灬	fire	Effectively a variant form of 難 (grill over a fire), with the distinction that in 難 it is 隹 a bird being grilled while in 然 it is 犬 a dog/beast → *burn*. *Thus*, *that's right*, *but*, *however*, and *as it is* are borrowed meanings.
爱	ài	ai4	to love, to like, to be fond of; love, affection	⿱⿱爫冖友	ideographic			To bring a friend 友 into one's house 冖
爸	bà	ba4	father, papa	⿱父巴	pictophonetic	巴	父	father	父 father + 巴# for the sound alone to simulate a term of address directed toward a *father*. Compare the conjunction between the sound "pa" and the meaning "father" in many Indo-European languages.
特	tè	te4	special, unique, distinguished	⿰牛寺	pictophonetic	寺	牛	ox	As per 寺# (stand straight) + 牛 cow → particularly tall bull, surpassing others → *special*; *excellent*; *outstanding*. For the idea of being excellent in the sense of surpassing, compare 卓.
现	xiàn	xian4	to appear, to manifest; current, now	⿰王见	ideographic			To see 见 jade 王; 见 also provides the pronunciation
理	lǐ	li3	science, reason, logic; to manage	⿰王里	pictophonetic	里	王	king	As per 里# (long strip) + 玉 jewel → veins or streaks in a piece of jade → *logic*; *reason* (← lines/threads of a reasoning process ← vein; streak) → *principle*; *natural science*.
生	shēng	sheng1	life, lifetime; birth; growth	⿻一土	ideographic			 A shoot 屮 growing in the soil 土	The relevant seal inscription form is an abbreviated form# of 艸 grass/plant + 土 earth → fresh, slender grass shoots → *birth*; *life* → *new*; *fresh*; *sprout*; *raw*; *alive*; *by nature*; *youth*; *unripe*; *pure*; *bear fruit*; *spare a life*; *bring back to life*; *make use of*; *make a living*; *be/remain valid*; *arrange flowers/plants*; *grow*; *undiluted*.
用	yòng	yong4	to use, to employ, to apply; use	⿵冂？					The relevant oracle bone form of this character depicts a stick being run through a rectangular board, piercing a hole → *use*; *action* → *have a need* → *go to the toilet* (← have a need to relieve oneself).
电	diàn	dian4	electricity; electric; lightning	⿻曰乚	ideographic			Simplified form of 電; lightning 申 from a storm cloud 雨
白	bái	bai2	white; clear, pure, unblemished; bright	⿻？日	ideographic			A burning candle; the rays of the sun	A depiction of an acorn, a large number of which would be scattered over the ground. The meaning *white* is by association with the color of acorn meat. For "large number," compare 百.
的	de	de5	aim, goal; of; possessive particle; -self suffix	⿰白勺					As per 勺# (rise and become evident) + 白 white (→ color that stands out) → conspicuous *target*; *mark*; *objective* → *obvious*; *hit*; *-like*.
直	zhí	zhi2	straight, vertical; candid, direct, frank	⿳十目一	ideographic			To look someone in the eye 目	The relevant bronzeware inscription form is 目 eye + an element# combining a straight line and a dot representing a pupil → eye looking straight ahead → *direct*; *immediately*; *frankness* → *fix/repair*; *correct*; *make/get well* (← straighten out).
相	xiāng	xiang1	mutual, reciprocal; equal; each other	⿰木目	ideographic			To stare 目 at a tree 木, meaning to observe	目 here an abbreviated form# of 省 (observe) + 木 tree/wood → eyes focused on an object (establishing a *mutual* relation between observer and observed) → *together*; *watch*; *assist*; *assistant*; *shape*; *appearance* → (grammatical) *voice*; *emphatic verbal prefix*. Also, *minister* (← one who assists a ruler).
看	kàn	kan4	to look, to see; to examine, to scrutinize	⿱手目	ideographic			Shielding one's eyes 目 with a hand 手 to look to the distance	手 hand + 目, here an abbreviated form# of 見 fix sight upon → hand affixed above the eye to shade it and improve focus → *see*; *watch*.
真	zhēn	zhen1	real, actual, true, genuine	⿱直几	ideographic			A straight 直 (that is, level) table 几
着	zhe	zhao2	to make a move, to take action	⿸羊目					Originally the same character as 著. When 著 came to refer to literary works, 着, a variant of 著 in popular usage, took over the meanings it presently expresses. As with 著, *adhere* and *meet with* are via the "pile" concept behind 者. The many extended meanings include *wear*, *put on* and *dress* (← clothing attached to the body), *be seated/take up a position* and *arrive/reach* (a destination) → *reach (to)*; *counter* (for clothes, or to enumerate the order of finishers in a race ← wear clothing; arrive); *cover* and *pin responsibility on*.
知	zhī	zhi1	to know, to perceive, to comprehend	⿰矢口	pictophonetic	矢	口	mouth	矢# arrow in flight + 口 mouth → knowledge allowing one to *speak to the essence of a matter* with the directness of an arrow in flight → *know*; *understand*; *realize*; *discover/notice* (the truth); *distinguish* (the truth) (← have the knowledge and insight to speak unerringly) → *intelligence* → *inform*; *notify*; *report*; *news*. Also, *omen* (← have advance knowledge of), *experience* and *feel* (← understand through experience and feeling) → *concern oneself*; *acquaintance* (← person one knows).
确	què	que4	certain, sure; definite, exact; real, true	⿰石角	pictophonetic	角	石	stone	As per 角# (hard, curved object) + 石 stone → barren, rocky earth (compare 埆). For the meanings *certain* and *true*, compare 確.
离	lí	li2	rare beast; strange; elegant	⿱⿱亠凶禸	pictographic			An animal standing straight; 亠 is the head	A variant of 廌 odd beast → odd, horned beast → *rare beast*; *strange*.
种	zhǒng	zhong3	race, kind, breed; seed; to plant	⿰禾中	pictophonetic	中	禾	grain
第	dì	di4	sequence, number; grade, degree; particle prefacing an ordinal	⿱⺮弟	ideographic			Bamboo strips ⺮ arrayed in sequence; 弟 provides the pronunciation	An abbreviated form# of 弟 (vertical alignment) + 竹 bamboo → neatly stacked pieces of bamboo (compare the bamboo counting sticks in 算) → *ordinal number*; *prefix*; *grade*; *degree* (← stacking).
等	děng	deng3	rank, grade; same, equal; to wait	⿱⺮寺	ideographic			Bamboo strips ⺮ laid before a court 寺	As per 寺# (stand straight) + 竹 bamboo → bamboo stalks/pieces of *equal* height, arranged vertically → *equivalent*; *grade*; *rank*; *et cetera* (← listing of equivalent/similar items).
经	jīng	jing1	the classics; to experience, to undergo	⿰纟⿱？工	pictophonetic	工	纟	thread
结	jié	jie2	knot, tie; to connect, to join	⿰纟吉	pictophonetic	吉	纟	thread
给	gěi	gei3	to give, to lend; for, by	⿰纟合	pictophonetic	合	纟	thread
美	měi	mei3	beautiful, pretty; pleasing	⿱羊大	ideographic			A person 大 wearing an elegant crown 羊	The present form combines 大 person standing outstretched and 羊 sheep (originally, goat), but neither of these elements can supply the Old Chinese pronunciation of the character. The phonetically close term conveyed by 㒼 (described in 満) suggests that 美, like 㒼, involved the notion "cover the body completely with an animal skin that has its head still attached." The exact provenance of the meanings *beautiful* and *good* is uncertain, as is the identity of the element replaced by 大.
老	lǎo	lao3	old, aged; experienced	⿱耂匕	pictographic			A person bent over with long hair 匕 and a crutch; compare 耂	A depiction of an aged person with a bent back (compare 久) → *old*; *elderly*.
者	zhě	zhe3	that which; they who; those who	⿸耂日					A depiction of brushwood/firewood piled on a stove. However, 者 was borrowed for use as a demonstrative pronoun, later evolving in meaning to the sense of "the one who does this" → *person*. The present form of 者 and certain derivative characters of 者 eliminate a diagonal stroke above 日, such as is retained for example in 堵, 屠 or 奢.
而	ér	er2	and, and then, and yet; but	？					A depiction of a soft and droopy beard. Compare 冉. *Then*, *you*, *and*, *moreover*, and *but* are all borrowed meanings.
能	néng	neng2	can, may; capable, full of energy	⿰⿱厶⺼⿱匕匕	pictographic			A bear's head 厶, body ⺼, and claws 匕	A depiction of a bear, a supple and powerful creature → *ability*; *skill*; *able* (← power/ability to accomplish something ← powerful) → *endure* (← power/ability to hold out) → *Noh* (← skill).
自	zì	zi4	self; private, personal; from	⿻目？	pictographic			A nose; in China, people refer to themselves by pointing to their noses	A depiction of a nose. Conceptually, the character suggests slender streams of breath passing through the nostrils (compare 四) of a stumpy nose. *Self* is an extended meaning (← point toward one's nose to indicate self) → *by/for oneself*; *originally*; *from*.
行	xíng	xing2	to go, to walk, to move; professional	⿰彳亍	ideographic			To take small steps 亍 with one's feet 彳	A depiction of straight and crossing roads extending into the distance → *go*; *movement*; *procession*; *road* → *line* (of people) → *conduct*; *do*; *perform* (← carry out an action).
被	bèi	bei4	bedding; a passive particle meaning "by"	⿰衤皮	pictophonetic	皮	衤	cloth	As per 皮# (align) + 衣 clothing → align clothing (or bedclothes/bedding) over the body → *cover*; *be covered* → *reach*; *suffer*; *incur* (← be figuratively covered by unpleasant matters) → *passive auxiliary verb* (← be acted upon ← suffer).
西	xī	xi1	west, western, westward	⿻兀囗	pictographic			A bird settling into its nest, representing sunset; compare 東	A depiction of a nest in which chicks are neatly aligned. *West* is either a borrowed or an extended meaning; in the latter case the idea might be that of the reddish sun aligned with the horizon at sunset. (For "reddish," compare 茜.) By further extension is *the Pure Land*, Buddhism having entered China from lands west.
要	yào	yao4	essential, necessary; to ask for; to coerce; to demand	⿱覀女	ideographic			A woman 女 with hands on her waist 覀	The relevant bronzeware inscription form is 女 woman + an element combining a pair of hands and a backbone → compress a woman's waist, creating curvaceous hips → waist; hips → *main point*; *vital* (← hips as the pivot point of the body) → *brief*; *sum up*; *in short*. Also, *demand* (← demand that which is vital to one) → *want*; *need*; *require*.
见	jiàn	jian4	to see, to observe, to meet, to appear	⿵冂儿	ideographic			Simplified form of 見; a man 儿 with the eye 目 emphasized
觉	jué	jue2	conscious; to nap, to sleep; to wake up	⿳⺍冖见	pictophonetic	⺍	见	see
解	jiě	jie3	to explain; to loosen; to unfasten, to untie	⿰角⿱刀牛	ideographic			To cut 刀 the horns 角 off of an ox 牛; 角 also provides the pronunciation	角# horn + an element combining 刀 sword/knife and 牛 cow → *remove* cattle horns in butchering → *dismember*; *break*; *release*; *unravel*; *disentangle*; *untie*; *loosen*; *solve*; *melt* → *understand*; *explain* → *dispel* (← dispel doubts and obtain understanding) → *cancel*. *Comb* is by extension from "disentangle."
警	jǐng	jing3	to guard, to watch; alarm, alert	⿱敬言	pictophonetic	敬	言	speech	As per 敬# (stiff; upright) + 言 words → cause others to go stiff/upright by admonishing or warning them → *warn* → *regulate*; *alarm*; *careful*.
计	jì	ji4	to calculate, to count; to plan, to reckon; plot, scheme	⿰讠十	pictophonetic	十	讠	speech
认	rèn	ren4	to know, to recognize, to understand	⿰讠人	pictophonetic	人	讠	speech
让	ràng	rang4	to allow, to permit, to yield	⿰讠上	pictophonetic	上	讠	speech
记	jì	ji4	mark, sign; to note, to record	⿰讠己	ideographic			A private 己 note 讠; 己 also provides the pronunciation
许	xǔ	xu3	to consent, to permit; to promise, to betroth	⿰讠午	pictophonetic	午	讠	speech
诉	sù	su4	to accuse, to sue; to inform; to narrate	⿰讠斥	ideographic			Words 讠 of blame 斥; 斥 also provides the pronunciation
话	huà	hua4	talk, speech; language, dialect	⿰讠舌	ideographic			A spoken 讠 tongue 舌; 舌 also provides the pronunciation
该	gāi	gai1	should, ought to, must	⿰讠亥	pictophonetic	亥	讠	speech
说	shuō	shuo1	to speak, to say; to scold, to upbraid	⿰讠兑	pictophonetic	兑	讠	speech
请	qǐng	qing3	to ask, to request; to invite; please	⿰讠青	pictophonetic	青	讠	speech
谁	shuí	shui2	who? whom? whose? anyone?	⿰讠隹	pictophonetic	隹	讠	speech
谈	tán	tan2	to talk, to chat; conversation; surname	⿰讠炎	pictophonetic	炎	讠	speech
谢	xiè	xie4	to thank; to refuse politely	⿰讠射	pictophonetic	射	讠	speech
走	zǒu	zou3	to walk, to run, to flee	⿱土止	ideographic			Someone 土 stepping with their foot 止	The relevant bronzeware inscription form combines an abbreviated form# of 足 leg/foot + 夭 (slender, limber figure of a running youth) → *run* → *first product of the season*; *herald of a beginning* (← run ahead).
起	qǐ	qi3	to begin, to initiate; to rise, to stand up	⿺走己	pictophonetic	己	走	walk	己# arise + 走 run/action indicator → arise and *cause* to *occur* → *arise/awaken*; *generate*; *start*; *begin*; *establish* → *originate in*; *stay awake*.
跟	gēn	gen1	heel; to accompany, to follow; with	⿰足艮	pictophonetic	艮	足	foot	As per 艮# (adhere) + 足 leg/foot → *heel* (← body part that adheres to the ground) → *follow*; *accompany* (← follow on the heels of another).
身	shēn	shen1	body, torso; person; pregnancy	？	pictographic			A pregnant woman	A depiction of a *pregnant* woman, the fetus adhering within her womb → *body*; *core/center*; *content of an object*.
车	chē	che1	cart, vehicle; to move in a cart	⿻七十	pictographic			Simplified form of 車, a cart with two wheels, seen from above
过	guò	guo4	pass; to go across, to pass through	⿺辶寸	pictophonetic	咼	辶	walk
还	hái	huan2	also, besides; still, yet; to return	⿺辶不	ideographic			Not 不 moving 辶
这	zhè	zhe4	this, these; such; here	⿺辶文
进	jìn	jin4	to advance, to make progress; to come in, to enter	⿺辶井	pictophonetic	井	辶	walk
道	dào	dao4	method, way; path, road	⿺辶首	pictophonetic	首	辶	walk	首# (run through) + 辵 movement → *path*, *road* or *street* running through a settlement → *way*; *highway*.
那	nà	na4	that, that one, those	⿰⿹？？阝					The left-hand element# is a variant of 冄 as described in 冉 (supple). 那 adds 邑 (village/settlement), but the original form of the character had a different element than 邑. The identity of this original form and the original meaning of the character are now obscure, although the meaning was likely to have been connected with the concept "supple" as this concept is active in derivative characters such as 娜, 挪 and 梛. *How*, *which*, *what*, and *that* are all borrowed meanings. 那 is used in transliterations of terms such as 刹那 (Sanskrit: ksana), an instant.
部	bù	bu4	department, ministry; division, unit; part, section	⿰咅阝	pictophonetic	咅	阝	place	As per 咅# (spread) + 邑 village/settlement → spread over *part* of a settlement → *section*; *group*. Also, (via "a part"), *counter* (for books/papers) and *radical/classifier* for a Han/Chinese character.
都	dōu	du1	all, each, entirely, whole; metropolis; capital	⿰者阝	pictophonetic	者	阝	city	As per 者# (pile) + 邑 village/settlement → *metropolis* or *capital* on a hill (= pile of earth) → *gather*; *assemble*; *rule* (many people); *all*; *administrative division*.
里	lǐ	li3	unit of distance equal to 0.5km; village; lane	⿱田土	ideographic			Unit of measure for farm 田 land 土	田 field + 土# pile of earth → long strip of piled earth/land with alternating cultivated and noncultivated sectors → *village*; *the country(side)*; *one's hometown*. Also a *unit of length*, approximately three kilometers.
重	zhòng	zhong4	heavy, weighty; to double, to repeat	⿻千里	ideographic			A burden carried for a thousand 千 miles 里	The relevant seal inscription form is 東# (run through) + a person standing on the ground → the *weight* of a person thrusting down heavily on the earth, as though to run through it → *heavy*; *pile up*; *be piled upon*. Extended meanings include *fold*, *ply*, *occur simultaneously*, *do repeatedly* and *place weight on/attach importance to* → *value highly*; *importance*; *important*. Also, *depressing* and *serious* (← heaviness/weightiness).
钱	qián	qian2	money, currency, coins	⿰钅戋	pictophonetic	戋	钅	money
错	cuò	cuo4	error, mistake; incorrect, wrong	⿰钅昔	ideographic			Gold 钅 that once was 昔 but is lost
长	zhǎng	chang2	long, lasting; to excel in	⿻？一	ideographic			Simplified form of 長; an old man with long hair and a cane
问	wèn	wen4	to ask about, to inquire after	⿵门口	pictophonetic	门	口	mouth
间	jiān	jian1	between, among; midpoint; space, place, locality	⿵门日	ideographic			The sun 日 shining through a doorway 门
难	nán	nan2	hard, difficult, arduous; unable	⿰又隹	ideographic			A hand 又 trying to grasp at a bird 隹
需	xū	xu1	to need, to require; must	⿱雨而	ideographic			Rain 雨 needed for crops to grow	As per 而# (soft and droopy) + 雨 rain/natural phenomena → be drenched and become soft and droopy. *Demand* and *require* are borrowed meanings.
非	fēi	fei1	not, negative, non-; to oppose	⿰？？	ideographic			Two bird's wings opposed; two people back-to-back	A depiction of curved wings that spread in alignment to right and left → *not*; *non-*; *in-*; *un* (← brush off a request in objecting/refusing → *object*; *refuse*) → *fault*; *mistake*; *wrong*; *incorrect* (← negativity). Compare 不, as well as 拂.
面	miàn	mian4	face; surface, side; plane, dimension	⿱？？	pictographic			A person's face	The relevant seal inscription form combines 首 neck/head + a line# adhering to and nearly surrounding it, suggesting a *mask* adhering closely to and partially obscuring the *face* → *surface*; *aspect* → *turn (a face) to*; *look away*; *side*; *direction* → *counter* (for flat objects).
题	tí	ti2	forehead; headline, title; theme	⿺是页	pictophonetic	是	页	head
马	mǎ	ma3	horse; surname	⿹？一	pictographic			Simplified form of 馬, a horse galloping to the left
高	gāo	gao1	tall, lofty; high, elevated	⿳亠口冋	pictographic			A tall palace	A depiction of one of a pair of tall, curving gate towers → *tall*; *high* → *expensive* (← high price). Compare 冓.
